Peak, Elev-M , Prom-M ,Country,State/Prov,County,Range,Url
Klek,1753.2,167.8,Austria/Slovenia,Kärnten/Gorenjska,Villach-Land,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=92676
Suhi vrh,1646.3,159.6,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=128434
Veliki Travnik,1636.8,184.9,Slovenia,Koroška/Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=87990
Veliki Muzec,1629.9,190,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=92694
Čofatijev vrh,1605.8,191.7,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=131056
Veliki vrh,1545.2,164.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=148571
Velika Kopa,1541.7,168.9,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=88020
Kravja Črna gora,1541.1,174.7,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=47616
Mesnovec,1539.1,189.6,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=113056
Ruševa glava,1522.2,165.3,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=149176
Bukovec,1506.2,190.1,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96711
Travica,1502.6,168.7,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=135194
Črni vrh,1486.7,158.3,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=121499
Veliki Bukovec,1444.5,199.6,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=154961
Peak 1397,1397,184.8,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=154587
Kruljčev vrh,1373.5,179.2,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=135196
Veliki Črmenjak,1352.7,151.9,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=154963
Krikov vrh,1300.1,153.7,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=124134
Planski vrh,1299.1,179.9,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=124113
Škodovnik,1260.4,179.5,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=113046
Strgarija,1255.9,159.6,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=135198
Kavnikov vrh,1251.6,182.2,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=144208
Javornik,1240.6,167.3,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=88000
Kranjčev vrh,1230.6,198.8,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=105799
Ludranski vrh,1219.4,197.7,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=131055
Jesenik,1196.3,172.7,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=128104
Hom,1193.1,157.9,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=144205
Molakov vrh,1183.9,181.5,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=144209
Veliki vrh,1165.1,167.3,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=128103
Kremžarjev vrh,1164.6,173.5,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=92703
Štedel vrh,1156.3,166.2,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=128413
Pleče,1131.4,150.2,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=124136
Lonica,1122.8,152.9,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=97007
Kalični vrh,1117.5,153.4,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=127994
Brinoh,1083.3,166.6,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=119391
Vrhovec,1078.1,181.8,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=161532
Debela gora,1074.7,193.3,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=134521
Blošček,1060.9,199,Slovenia,Jugovzhodna Slovenija/Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=96696
Šteknetov vrh,1060.5,169.7,Slovenia,Koroška,,Noric Alps,https://www.peakbagger.com/peak.aspx?pid=107654
Malenski vrh,1052.2,183.9,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113048
Šop,998.9,191.7,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=113063
Rojčev vrh,993.3,163.3,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=155056
Kačarjevo,992.9,192.4,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=134203
Šorta,988,174.7,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=128410
Škofje,973.9,162.4,Slovenia,Goriška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=141503
Gabrška gora,963.3,164.8,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113055
Šentviška Tura,962.8,155.2,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=148834
Kovk,961.3,152.3,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=113051
Nebeška gora,958.9,150.9,Slovenia,Posavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113075
Miklavška gora,956.9,155.5,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113050
Veliki Rogatec,948.7,151.9,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=148837
Vovar,942.3,173.5,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113078
Strmec,937.1,189.7,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113049
Reška planina,925.7,166.9,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113074
Kucelj,920.1,183.2,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=164292
Mačkovec,911.4,153.9,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=133599
Pečka,911.2,160.9,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=105807
Kapič,904.8,192,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=128125
Orljek,894.9,184.3,Slovenia,Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113057
Marutnik,891.8,186.7,Slovenia,Goriška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=154985
Vrh Svetih Treh kraljev,885.1,169.2,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96635
Lomek,883.7,153.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=144215
Kuželjska stena,873.1,170.7,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=107925
Janški vrh,871.9,150,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=143758
Osrednik,866.8,192.5,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=154988
Osolnik,858.1,165.1,Slovenia,Osrednjeslovenska/Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96626
Brezovec,857.8,184.7,Slovenia,Posavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=144671
Križna gora,857.3,178.5,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=134200
Sveti Anton na Pohorju,855.8,158.3,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=142630
Golarjev vrh,843.4,167.6,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=143530
Veliki Kovk,839.1,151.4,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=161543
Peak 837,837.1,176.8,Slovenia,Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=130414
Trstenik,837.1,168.6,Slovenia,Obalno-kraška,,,https://www.peakbagger.com/peak.aspx?pid=135182
Sedlata gorica,824.7,190,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=113045
Planica,823.7,182.2,Slovenia,Gorenjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=128411
Plešivec,820.8,168,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=47617
Somova gora,820.2,151.9,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=126120
Ljubljanski vrh,818.6,169.2,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=133606
Globočak,809.3,164.6,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=135206
Sveti Jakob,806.6,151.7,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96630
Ulovka,801.1,185.3,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113079
Gradišče,791.2,191.3,Slovenia,Primorsko-notranjska,,,https://www.peakbagger.com/peak.aspx?pid=133612
Jelenk,787.4,163.8,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=155057
Srebotnik,786.2,193.1,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=113066
Lubela,784.1,156.7,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=124116
Lučevec,780.3,159.9,Slovenia,Koroška,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=135210
Limbarska gora,773.5,184.4,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=88010
Kotečnik,770.7,178.9,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113073
Velika Osojnica,756.6,190.6,Slovenia,Gorenjska,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88152
Škorten,756.6,169.6,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=128127
Ržiški vrh,749.5,191.7,Slovenia,Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113047
Sveti Križ,732.1,150.2,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=138981
Polane,727.1,186.7,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=138980
Ostenik,713.5,185.2,Slovenia,Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=133604
Osrenca,709.8,181.5,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=112270
Vetrnik,709.5,151.8,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=112263
Velika glavica,707,152.5,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=127357
Grmada,703.9,177.5,Slovenia,Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=137182
Peak 697,697.2,160.4,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=128128
Bredič,694.7,159.7,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=138985
Jermanov vrh,686.5,154.9,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=128122
Peak 686,686.2,178.1,Slovenia,Koroška,,Noric Alps,https://www.peakbagger.com/peak.aspx?pid=184262
Sveta gora,682.9,180.2,Slovenia,Goriška,,,https://www.peakbagger.com/peak.aspx?pid=87993
Ter,673,162.7,Slovenia,Obalno-kraška,,,https://www.peakbagger.com/peak.aspx?pid=133610
Vrhe,671.6,172.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=138978
Raskovec,655.7,149.9,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=148831
Osojski vrh,633.8,193.3,Slovenia,Osrednjeslovenska,,,https://www.peakbagger.com/peak.aspx?pid=128113
Lošč,628.4,163.7,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=138982
Ključ,622.8,197.3,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=52906
Hom,620.2,167.7,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=134269
Rožce,619.4,150.6,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=138750
Vinski vrh,616.3,152.6,Slovenia,Zasavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=137183
Veliki Slomnik,608.4,195.7,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=113071
Jesenov hrib,606.4,160.1,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=127364
Aleksandrov vrh,605.9,172.7,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=124114
Jazbina,604.1,196.8,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96789
Veliko Gradišče,603.6,168.8,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=143985
Stari tabor,602.2,151.1,Slovenia,Obalno-kraška,,,https://www.peakbagger.com/peak.aspx?pid=133611
Hum,584.2,173.3,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=92551
Col,583.3,160.5,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=139983
Gora,572.6,164.8,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=124115
Veniški vrh,567.7,165.7,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=143984
Veliki Slom,556.8,158.6,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=141231
Križni vrh,554.4,156.3,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=127366
Vrh,541.3,175.3,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=96798
Mohorjev hrib,528,154.2,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=136864
Hraški Hrib,517.8,166.6,Slovenia,Osrednjeslovenska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=184226
Peak 517,517.1,157.5,Slovenia,Podravska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=141791
Sveti Avguštin,503.3,151.3,Slovenia/Croatia,Podravska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=141224
Grmada,487.7,196,Slovenia,Posavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=138757
Kamenško,475.4,154.8,Slovenia,Posavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=131085
Sveti Duh,472.6,160.7,Slovenia,Posavska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=131082
Grmada,460.3,172,Slovenia,Podravska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=46589
Prednja gora,453.8,156.7,Slovenia,Savinjska,,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=140543
Kozlov rob,426.1,178.4,Slovenia,Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=92355
Kačja rida,418.7,163.6,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=126116
Veliki Vinji vrh,391.4,185.4,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=126117
Izgornik,373.3,178.1,Slovenia,Jugovzhodna Slovenija,,,https://www.peakbagger.com/peak.aspx?pid=127360
Kaštelir,244.5,173,Slovenia/Italy,Obalno-kraška,,,https://www.peakbagger.com/peak.aspx?pid=135186
Dinara,1830.8,728,Croatia,Šibenik-Knin,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=10325
Sveti Jure,1761.3,1164.5,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=38308
Vaganski vrh,1757.3,1058,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=29253
Mali Rajinac,1698.3,745.4,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=39313
Ozeblin,1656.4,893.7,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49705
Gola Plješivica,1648.3,511.8,Croatia/Bosnia and Herzegovina,Lika-Senj/Federation of Bosnia and Herzegovina,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92568
Trovrh,1619.7,439.2,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193871
Visočica,1615.4,262.1,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=134252
Kremen,1589.7,478.9,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92596
Čardak,1550.3,287.3,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=134721
Veliki golić,1550.2,267.1,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=192583
Kula,1532.4,653,Croatia,Karlovac/Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=28377
Veliki Risnjak,1528.1,288,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92611
Svilaja,1508,1062.5,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49709
Snježnik,1505,259.5,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92610
Laktin vrh,1503.4,307.1,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=135358
Bijeli vrh,1491.9,494.2,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92565
Suvi vrh,1456.8,278.6,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=192622
Kučina kosa,1445.7,650,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49699
Viševica,1428.1,330.3,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92609
Gutešin vrh,1415.3,478.2,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92597
Veliki Crnopac,1401.7,634.7,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49697
Orozovac,1398.8,329.9,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92599
Vojak,1394.5,906,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49706
Velika Javornica,1375.8,272,Croatia,Karlovac/Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=77106
Plana,1365.6,268.1,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193866
Veliki Kabal,1339.7,958.5,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49708
Veliki Šibenik,1313.3,685.3,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49701
Veliki Urljaj,1294.8,285.5,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46723
Bijela Kosa,1289.3,380.4,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92558
Sekulin vrh,1280.1,252,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185360
Seliški vrh,1278.3,505.5,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92608
Veliki Planik,1271.4,339.8,Croatia,Istria,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89581
Nikina Plasa,1267.6,470.2,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92570
Golo trlo,1267.5,368.4,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92569
Karaula,1251.3,291,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46719
Mihovil,1246.7,316.2,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46717
Šija,1240.3,309.1,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92555
Ilijin vrh,1234.1,504,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=89580
Jelovi vrh,1232.3,440.7,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92572
Stipanov grič,1232.2,397.6,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92566
Palež,1208.6,351.3,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46726
Bat,1206.2,410.9,Croatia,Šibenik-Knin,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92607
Panos,1205.2,314.7,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92567
Krivi Javor,1204,334.1,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92563
Ćelavac,1202.4,334.7,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92575
Orlovac,1201.1,281.6,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=109954
Veliki gologlav,1196.5,272.1,Croatia,Šibenik-Knin,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185367
Kameniti vrh,1190.8,408.6,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92562
Oklinak,1186.7,393.3,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92601
Zagradski vrh,1185.9,262.1,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=180439
Klek,1180.6,444.7,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=28376
Trdinov vrh,1178.6,713.8,Slovenia/Croatia,Jugovzhodna Slovenija/Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=43664
Jasenar,1177.7,306.8,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46722
Vrh jelovi,1176.1,299.8,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46721
Veliki Štedar,1164.4,354,Croatia/Bosnia and Herzegovina,Dubrovnik-Neretva/Serbian Republic,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92582
Velika Kapela,1157.4,597.2,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=70368
Tomašev vrh,1155.4,314.2,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92598
Veliki Drgomalj,1152.9,391.7,Croatia,Primorje-Gorski,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92556
Čavnovka,1147.2,810,Croatia,Šibenik-Knin,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49704
Javorov vrh,1139.9,425.1,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92561
Opačić vrh,1132.2,262.9,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193865
Jurića Ogradak,1121.8,354.6,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92573
Marković Rudina,1104.8,332.5,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92564
Crni vrh,1103.8,313.7,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=46727
Korenski vrh,1096.7,267.2,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=195536
Crni vrh,1086.8,258.4,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185342
Razsušica,1082.2,317,Slovenia/Croatia,Istria/Obalno-kraška,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=87932
Sveti Rok,1061.8,469.3,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92578
Ivanščica,1060,751,Croatia,Krapina-Zagorje/Varaždin,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=39340
Debeli vrh,1049.6,353.5,Croatia,Karlovac,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92559
Sljeme,1033.2,825.3,Croatia,Grad Zagreb,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=27541
Kita,1029.9,278.6,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=193867
Žbevnica,1012.2,313.8,Croatia,Istria,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=96492
Kom,1005.1,481.8,Croatia,Zadar,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92600
Lisac,996.7,343.7,Croatia,Lika-Senj,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=92574
Brezovo polje,986,803.4,Croatia,Požega-Slavonia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49703
Neprobić,965,609,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=49715
Veliki vrh,964.2,271.5,Croatia,Split-Dalmatia,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=185152
Sveti Ilija,960,945.1,Croatia,Dubrovnik-Neretva,,Dinaric Alps,https://www.peakbagger.com/peak.aspx?pid=27519
